1.614875,0.1142578125,0.104296875
1.717106,0.228515625,0.2130859375
1.815526,0.342578125,0.3234375
1.917828,0.4568359375,0.4345703125
2.020195,0.57109375,0.54609375
2.118544,0.57109375,0.553125
2.22088,0.57109375,0.5556640625
2.31926,0.57109375,0.556640625
2.421524,0.5708984375,0.556640625
2.519931,0.5712890625,0.5560546875
2.622272,0.5716796875,0.5564453125
2.72063,0.5720703125,0.55703125
2.822973,0.571875,0.5580078125
2.921499,0.572265625,0.5591796875
3.023689,0.5716796875,0.5609375
3.122048,0.5712890625,0.56171875
3.224394,0.5708984375,0.5626953125
3.322746,0.5712890625,0.5634765625
3.42505,0.57109375,0.564453125
3.527487,0.571484375,0.565234375
3.625818,0.571484375,0.56640625
3.728132,0.571484375,0.5669921875
3.826599,0.571484375,0.567578125
3.928814,0.571484375,0.56796875
4.027194,0.5712890625,0.5681640625
4.129518,0.571484375,0.5681640625
4.227902,0.5716796875,0.568359375
4.33026,0.571875,0.5681640625
4.428574,0.5724609375,0.5677734375
4.530928,0.572265625,0.5673828125
4.629271,0.5724609375,0.56640625
4.731455,0.5720703125,0.565234375
4.830007,0.5716796875,0.5640625
4.932342,0.57109375,0.5630859375
5.034687,0.5712890625,0.5619140625
5.133053,0.570703125,0.5611328125
5.23538,0.5708984375,0.5603515625
5.333736,0.57109375,0.559765625
5.436075,0.57109375,0.558984375
5.53445,0.57109375,0.55859375
5.636757,0.5712890625,0.558203125
5.735121,0.5712890625,0.5580078125
5.837505,0.5712890625,0.557421875
5.935874,0.571484375,0.5568359375
6.038212,0.571484375,0.5564453125
6.136591,0.5716796875,0.55703125
6.238903,0.571484375,0.5576171875
6.337239,0.571484375,0.558984375
6.439585,0.57109375,0.560546875
6.541914,0.571484375,0.5619140625
6.640304,0.57109375,0.5625
6.742617,0.5712890625,0.56328125
6.840999,0.57109375,0.5638671875
6.94332,0.5712890625,0.5646484375
7.041617,0.5708984375,0.5654296875
7.144018,0.5712890625,0.5662109375
7.242369,0.5712890625,0.5669921875
7.344765,0.571484375,0.567578125
7.443134,0.5716796875,0.56796875
7.545441,0.5716796875,0.5681640625
7.643794,0.5716796875,0.5681640625
7.746146,0.571484375,0.568359375
7.844487,0.5712890625,0.5681640625
7.946869,0.5716796875,0.5677734375
8.049108,0.571484375,0.5673828125
8.147583,0.5716796875,0.5669921875
8.249878,0.5716796875,0.5658203125
8.348249,0.5720703125,0.5650390625
8.450631,0.571484375,0.5642578125
8.548968,0.5716796875,0.5630859375
8.651267,0.571484375,0.56171875
8.749585,0.571875,0.5607421875
8.851994,0.5716796875,0.559765625
